Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
11232,Sprint,"Enid, OK",2020-10-26T18:46:39.771478Z,80.02316648825371,27.405,16737629.306443287,10735311.295958161,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T18:52:03.591942Z,80.02316648825371,27.561,16859186.09682892,12334108.866239268,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T18:57:33.707936Z,81.53229805048018,28.168,16330041.515974801,12480110.648327159,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T19:03:03.179788Z,80.02316648825371,27.483,16749801.911609516,12372052.513998816,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T19:08:32.338887Z,80.02316648825371,27.682,16802785.470600028,12239503.140826121,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T19:13:56.463435Z,80.02316648825371,27.643,16762327.060074918,12916923.983222188,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T19:19:20.115237Z,81.53229805048018,28.156,16682202.123875868,12695445.095823254,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T19:24:43.819674Z,2.201631926437134,28.9,16814634.3004744,10460725.922430469,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T19:30:07.438983Z,80.02316648825371,27.569,16874312.478740588,12428346.503332015,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T19:35:31.355932Z,2.201631926437134,29.59,15618710.050576946,12199087.299606007,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T19:41:00.446623Z,2.201631926437134,30.042,15889161.21151307,13790956.496248627,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T19:46:29.328746Z,80.02316648825371,27.661,16739533.335142625,11809180.04746751,,139.78.243.128
16619,Cox - Oklahoma City,"Oklahoma City, OK",2020-10-26T19:51:53.009682Z,81.53229805048018,28.45,15045330.253656551,12532772.59380059,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T19:57:16.563175Z,80.02316648825371,27.724,16759673.72303673,12396029.979774674,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:02:40.592879Z,80.02316648825371,27.577,16823039.184495423,12601168.306531118,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:08:04.222471Z,80.02316648825371,27.631,16628652.059575826,12872202.097067412,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:13:28.298156Z,80.02316648825371,27.692,16734160.855123494,12348066.38558482,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T20:18:52.439942Z,2.201631926437134,29.662,15971077.137067536,12123106.253283048,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:24:16.110186Z,80.02316648825371,27.576,16888170.77773792,12355477.233586399,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:29:39.788943Z,80.02316648825371,27.79,16781657.786457673,10140713.61189018,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T20:35:03.584991Z,2.201631926437134,29.005,15763802.335736856,12550692.96134489,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:40:27.324340Z,80.02316648825371,27.837,16781525.927352905,12304225.189851986,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:45:51.340162Z,80.02316648825371,27.641,16772148.702325033,12660531.915552117,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T20:51:15.109447Z,2.201631926437134,27.903,16421767.385078773,12409333.711237483,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T20:56:39.020034Z,80.02316648825371,27.735,16753791.336574389,12330957.426893638,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T21:02:03.093538Z,80.02316648825371,27.828,16630231.870682206,12164048.138456209,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T21:07:27.233609Z,2.201631926437134,28.986,16056677.659416411,12208683.170231175,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T21:12:51.237853Z,2.201631926437134,28.936,14625036.999629293,13825944.765473709,,139.78.243.128
